iter	Passed	Remaining
856	1325	7957
857	1327	7954
858	1328	7952
859	1330	7950
860	1331	7947
861	1332	7945
862	1334	7943
863	1335	7940
864	1337	7938
865	1338	7935
866	1339	7933
867	1341	7931
868	1343	7930
869	1344	7927
870	1345	7925
871	1347	7922
872	1348	7920
873	1350	7918
874	1351	7916
875	1353	7914
876	1354	7912
877	1356	7910
878	1357	7908
879	1358	7906
880	1360	7903
881	1361	7899
882	1362	7896
883	1363	7893
884	1365	7890
885	1366	7886
886	1367	7883
887	1368	7880
888	1370	7878
889	1371	7876
890	1373	7873
891	1374	7871
892	1376	7869
893	1377	7867
894	1379	7865
895	1380	7864
896	1381	7861
897	1383	7859
898	1384	7857
899	1386	7855
900	1387	7853
901	1389	7850
902	1390	7849
903	1392	7848
904	1393	7846
905	1395	7844
906	1396	7842
907	1400	7856
908	1403	7858
909	1404	7855
910	1405	7852
911	1406	7848
912	1408	7845
913	1409	7842
914	1410	7839
915	1411	7836
916	1413	7833
917	1414	7829
918	1415	7826
919	1416	7823
920	1417	7819
921	1419	7816
922	1420	7813
923	1421	7810
924	1423	7807
925	1424	7803
926	1425	7800
927	1426	7798
928	1428	7796
929	1429	7793
930	1430	7790
931	1432	7786
932	1433	7784
933	1434	7781
934	1435	7778
935	1437	7775
936	1438	7772
937	1439	7769
938	1440	7766
939	1442	7763
940	1443	7761
941	1444	7758
942	1446	7755
943	1447	7752
944	1448	7748
945	1449	7745
946	1451	7742
947	1452	7739
948	1453	7736
949	1454	7733
950	1456	7730
951	1457	7727
952	1458	7726
953	1460	7723
954	1461	7720
955	1462	7718
956	1464	7715
957	1465	7712
958	1466	7710
959	1468	7707
960	1469	7705
961	1471	7704
962	1472	7702
963	1474	7701
964	1475	7698
965	1476	7696
966	1478	7693
967	1479	7690
968	1480	7688
969	1482	7685
970	1483	7682
971	1484	7680
972	1486	7678
973	1487	7674
974	1488	7672
975	1489	7669
976	1491	7666
977	1492	7664
978	1493	7662
979	1495	7659
980	1496	7657
981	1497	7654
982	1499	7652
983	1500	7649
984	1502	7647
985	1503	7644
986	1504	7642
987	1506	7640
988	1507	7637
989	1508	7635
990	1510	7634
991	1511	7632
992	1513	7629
993	1514	7626
994	1515	7623
995	1517	7623
996	1518	7620
997	1519	7617
998	1521	7615
999	1522	7612
1000	1523	7610
1001	1525	7607
1002	1526	7605
1003	1527	7602
1004	1529	7600
1005	1530	7597
1006	1531	7595
1007	1533	7592
1008	1534	7591
1009	1536	7589
1010	1537	7587
1011	1539	7586
1012	1540	7583
1013	1541	7581
1014	1543	7579
1015	1544	7576
1016	1545	7573
1017	1547	7571
1018	1548	7569
1019	1549	7566
1020	1551	7564
1021	1552	7561
1022	1553	7559
1023	1555	7556
1024	1556	7555
1025	1558	7553
1026	1559	7550
1027	1560	7548
1028	1561	7545
1029	1563	7542
1030	1564	7539
1031	1565	7536
1032	1566	7534
1033	1568	7531
1034	1569	7529
1035	1571	7528
1036	1572	7525
1037	1573	7522
1038	1575	7520
1039	1576	7517
1040	1577	7515
1041	1578	7512
1042	1580	7509
1043	1581	7506
1044	1582	7504
1045	1583	7501
1046	1585	7499
1047	1586	7497
1048	1588	7495
1049	1589	7492
1050	1590	7489
1051	1591	7486
1052	1593	7484
1053	1594	7481
1054	1595	7478
1055	1596	7475
1056	1597	7472
1057	1599	7470
1058	1600	7469
1059	1602	7467
1060	1603	7465
1061	1605	7462
1062	1606	7460
1063	1607	7457
1064	1608	7454
1065	1610	7452
1066	1611	7450
1067	1612	7448
1068	1614	7445
1069	1615	7442
1070	1616	7439
1071	1617	7437
1072	1619	7435
1073	1620	7432
1074	1621	7430
1075	1623	7427
1076	1624	7424
1077	1625	7421
1078	1626	7419
1079	1628	7416
1080	1629	7413
1081	1630	7411
1082	1631	7408
1083	1633	7406
1084	1634	7403
1085	1635	7401
1086	1636	7398
1087	1638	7396
1088	1639	7393
1089	1640	7391
1090	1642	7388
1091	1643	7385
1092	1644	7383
1093	1645	7380
1094	1646	7377
1095	1648	7375
1096	1649	7372
1097	1650	7370
1098	1652	7367
1099	1653	7364
1100	1654	7362
1101	1655	7359
1102	1657	7357
1103	1658	7354
1104	1659	7351
1105	1660	7349
1106	1662	7346
1107	1663	7344
1108	1664	7341
1109	1665	7338
1110	1667	7335
1111	1668	7333
1112	1669	7330
1113	1670	7328
1114	1672	7325
1115	1673	7323
1116	1674	7320
1117	1675	7318
1118	1677	7315
1119	1678	7313
1120	1679	7310
1121	1680	7308
1122	1682	7305
1123	1683	7302
1124	1684	7300
1125	1686	7298
1126	1687	7295
1127	1688	7293
1128	1689	7290
1129	1691	7288
1130	1692	7285
1131	1693	7282
1132	1694	7279
1133	1695	7277
1134	1697	7275
1135	1699	7274
1136	1700	7272
1137	1701	7271
1138	1703	7269
1139	1704	7267
1140	1706	7265
1141	1707	7264
1142	1709	7262
1143	1710	7260
1144	1711	7258
1145	1713	7256
1146	1714	7255
1147	1716	7253
1148	1717	7250
1149	1718	7248
1150	1719	7245
1151	1721	7242
1152	1722	7240
1153	1723	7237
1154	1724	7234
1155	1726	7232
1156	1727	7230
1157	1728	7228
1158	1729	7225
1159	1731	7223
1160	1732	7220
1161	1733	7218
1162	1734	7215
1163	1736	7212
1164	1737	7210
1165	1738	7207
1166	1739	7205
1167	1741	7202
1168	1742	7200
1169	1743	7198
1170	1744	7195
1171	1746	7193
1172	1747	7190
1173	1748	7188
1174	1749	7186
1175	1751	7183
1176	1752	7181
1177	1753	7178
1178	1754	7176
1179	1756	7173
1180	1757	7172
1181	1759	7170
1182	1760	7168
1183	1761	7166
1184	1763	7163
1185	1764	7161
1186	1765	7158
1187	1766	7156
1188	1767	7153
1189	1769	7151
1190	1770	7148
1191	1771	7146
1192	1773	7144
1193	1774	7142
1194	1775	7139
1195	1776	7137
1196	1778	7134
1197	1779	7132
1198	1780	7129
1199	1781	7127
1200	1783	7124
1201	1784	7122
1202	1785	7119
1203	1787	7119
1204	1788	7116
1205	1789	7114
1206	1790	7111
1207	1792	7109
1208	1793	7107
1209	1794	7104
1210	1795	7102
1211	1797	7099
1212	1798	7097
1213	1799	7095
1214	1800	7092
1215	1802	7090
1216	1803	7087
1217	1804	7085
1218	1806	7083
1219	1807	7081
1220	1808	7078
1221	1809	7076
1222	1811	7074
1223	1812	7071
1224	1813	7069
1225	1814	7066
1226	1815	7064
1227	1817	7061
1228	1818	7059
1229	1819	7056
1230	1821	7054
1231	1822	7052
1232	1823	7050
1233	1824	7047
1234	1825	7045
1235	1827	7042
1236	1828	7039
1237	1829	7037
1238	1831	7035
1239	1832	7033
1240	1833	7031
1241	1834	7029
1242	1836	7026
1243	1837	7024
1244	1838	7022
1245	1839	7020
1246	1841	7017
1247	1842	7015
1248	1843	7013
1249	1844	7010
1250	1846	7008
1251	1847	7006
1252	1848	7004
1253	1850	7002
1254	1851	7001
1255	1853	6999
1256	1854	6996
1257	1855	6994
1258	1856	6992
1259	1858	6990
1260	1859	6987
1261	1860	6985
1262	1862	6983
1263	1863	6981
1264	1864	6979
1265	1866	6977
1266	1867	6975
1267	1868	6972
1268	1869	6970
1269	1871	6968
1270	1872	6966
1271	1873	6964
1272	1875	6962
1273	1876	6961
1274	1877	6958
1275	1879	6957
1276	1880	6954
1277	1881	6952
1278	1882	6950
1279	1884	6947
1280	1885	6945
1281	1886	6943
1282	1887	6940
1283	1889	6938
1284	1890	6936
1285	1891	6934
1286	1892	6931
1287	1894	6929
1288	1895	6927
1289	1896	6925
1290	1898	6923
1291	1899	6921
1292	1900	6919
1293	1902	6917
1294	1903	6915
1295	1904	6912
1296	1905	6910
1297	1907	6908
1298	1908	6906
1299	1909	6903
1300	1910	6901
1301	1912	6899
1302	1913	6897
1303	1914	6894
1304	1915	6892
1305	1917	6890
1306	1918	6887
1307	1919	6885
1308	1924	6895
1309	1925	6895
1310	1927	6893
1311	1928	6890
1312	1929	6888
1313	1931	6886
1314	1932	6884
1315	1933	6882
1316	1934	6879
1317	1936	6877
1318	1937	6875
1319	1938	6873
1320	1939	6871
1321	1941	6869
1322	1942	6866
1323	1943	6864
1324	1944	6862
1325	1946	6860
1326	1947	6857
1327	1948	6855
1328	1949	6853
1329	1951	6851
1330	1952	6848
1331	1953	6846
1332	1954	6844
1333	1956	6842
1334	1957	6840
1335	1958	6837
1336	1959	6835
1337	1961	6833
1338	1962	6831
1339	1963	6829
1340	1965	6827
1341	1966	6824
1342	1967	6822
1343	1968	6820
1344	1970	6818
1345	1971	6816
1346	1972	6813
1347	1973	6811
1348	1974	6809
1349	1976	6807
1350	1977	6805
1351	1978	6803
1352	1980	6801
1353	1981	6798
1354	1982	6796
1355	1983	6794
1356	1985	6793
1357	1986	6791
1358	1987	6788
1359	1989	6787
1360	1990	6784
1361	1991	6782
1362	1992	6780
1363	1994	6777
1364	1995	6775
1365	1996	6773
1366	1998	6771
1367	1999	6769
1368	2000	6767
1369	2001	6765
1370	2003	6762
1371	2004	6760
1372	2005	6758
1373	2007	6757
1374	2009	6760
1375	2012	6762
1376	2014	6763
1377	2015	6761
1378	2017	6759
1379	2018	6757
1380	2019	6755
1381	2020	6753
1382	2022	6751
1383	2023	6749
1384	2024	6747
1385	2026	6745
1386	2027	6743
1387	2028	6740
1388	2029	6738
1389	2031	6736
1390	2032	6734
1391	2033	6732
1392	2035	6730
1393	2036	6728
1394	2037	6725
1395	2038	6723
1396	2040	6721
1397	2041	6719
1398	2042	6717
1399	2043	6714
1400	2044	6712
1401	2046	6710
1402	2047	6708
1403	2048	6705
1404	2049	6703
1405	2050	6701
1406	2052	6699
1407	2053	6697
1408	2054	6695
1409	2056	6693
1410	2057	6690
1411	2058	6688
1412	2059	6686
1413	2061	6684
1414	2062	6682
1415	2063	6679
1416	2064	6678
1417	2066	6675
1418	2067	6673
1419	2068	6671
1420	2069	6669
1421	2071	6667
1422	2072	6665
1423	2073	6663
1424	2074	6661
1425	2076	6659
1426	2077	6656
1427	2078	6654
1428	2079	6652
1429	2081	6650
1430	2082	6648
1431	2083	6646
1432	2084	6644
1433	2086	6642
1434	2087	6641
1435	2089	6639
1436	2090	6637
1437	2091	6635
1438	2092	6633
1439	2094	6631
1440	2095	6628
1441	2096	6627
1442	2097	6625
1443	2099	6623
1444	2100	6620
1445	2101	6618
1446	2102	6616
1447	2103	6614
1448	2105	6612
1449	2106	6610
1450	2107	6608
1451	2108	6605
1452	2110	6603
1453	2111	6601
1454	2112	6599
1455	2114	6597
1456	2115	6595
1457	2116	6593
1458	2117	6591
1459	2118	6589
1460	2120	6587
1461	2121	6585
1462	2122	6583
1463	2124	6581
1464	2125	6579
1465	2126	6577
1466	2128	6575
1467	2129	6573
1468	2130	6571
1469	2131	6569
1470	2133	6567
1471	2134	6566
1472	2135	6564
1473	2137	6562
1474	2138	6560
1475	2139	6558
1476	2141	6556
1477	2142	6554
1478	2143	6552
1479	2145	6550
1480	2146	6548
1481	2147	6546
1482	2148	6544
1483	2150	6542
1484	2151	6540
1485	2152	6538
1486	2153	6536
1487	2155	6534
1488	2156	6532
1489	2157	6530
1490	2158	6528
1491	2160	6526
1492	2161	6524
1493	2162	6522
1494	2163	6520
1495	2165	6519
1496	2166	6516
1497	2167	6514
1498	2168	6512
1499	2170	6510
1500	2171	6508
1501	2172	6506
1502	2174	6504
1503	2175	6502
1504	2176	6500
1505	2177	6498
1506	2178	6496
1507	2180	6494
1508	2181	6492
1509	2182	6490
1510	2183	6488
1511	2185	6486
1512	2186	6484
1513	2187	6482
1514	2189	6480
1515	2190	6478
1516	2191	6476
1517	2193	6475
1518	2194	6473
1519	2195	6471
1520	2197	6469
1521	2198	6467
1522	2199	6466
1523	2201	6464
1524	2202	6463
1525	2203	6460
1526	2204	6458
1527	2206	6456
1528	2207	6455
1529	2208	6452
1530	2209	6450
1531	2211	6448
1532	2212	6446
1533	2213	6444
1534	2214	6442
1535	2216	6441
1536	2217	6439
1537	2218	6437
1538	2220	6435
1539	2221	6433
1540	2222	6432
1541	2224	6430
1542	2225	6428
1543	2226	6426
1544	2227	6423
1545	2229	6421
1546	2230	6420
1547	2231	6418
1548	2233	6416
1549	2234	6414
1550	2235	6413
1551	2237	6411
1552	2238	6409
1553	2239	6407
1554	2241	6406
1555	2242	6404
1556	2243	6402
1557	2245	6401
1558	2246	6399
1559	2247	6397
1560	2249	6396
1561	2250	6394
1562	2251	6392
1563	2253	6390
1564	2254	6388
1565	2255	6386
1566	2256	6384
1567	2258	6382
1568	2259	6380
1569	2260	6378
1570	2261	6376
1571	2263	6376
1572	2264	6374
1573	2266	6372
1574	2267	6370
1575	2268	6368
1576	2269	6366
1577	2271	6364
1578	2272	6362
1579	2273	6360
1580	2274	6358
1581	2276	6356
1582	2277	6354
1583	2278	6352
1584	2279	6350
1585	2281	6348
1586	2282	6346
1587	2283	6344
1588	2284	6342
1589	2286	6340
1590	2287	6338
1591	2288	6336
1592	2289	6334
1593	2291	6332
1594	2292	6330
1595	2293	6328
1596	2294	6327
1597	2296	6325
1598	2297	6323
1599	2298	6321
1600	2300	6320
1601	2301	6318
1602	2302	6316
1603	2304	6314
1604	2305	6313
1605	2306	6311
1606	2308	6309
1607	2309	6307
1608	2310	6305
1609	2311	6303
1610	2313	6302
1611	2314	6300
1612	2315	6298
1613	2316	6296
1614	2318	6294
1615	2319	6292
1616	2320	6290
1617	2321	6288
1618	2323	6286
1619	2324	6284
1620	2325	6282
1621	2326	6280
1622	2328	6278
1623	2329	6276
1624	2330	6274
1625	2331	6272
1626	2333	6270
1627	2334	6268
1628	2335	6266
1629	2336	6264
1630	2338	6263
1631	2339	6262
1632	2340	6260
1633	2342	6258
1634	2343	6256
1635	2344	6254
1636	2346	6252
1637	2347	6250
1638	2348	6249
1639	2349	6247
1640	2351	6245
1641	2352	6244
1642	2354	6242
1643	2355	6240
1644	2356	6238
1645	2357	6236
1646	2359	6235
1647	2360	6233
1648	2361	6231
1649	2362	6229
1650	2364	6227
1651	2365	6226
1652	2366	6224
1653	2368	6222
1654	2369	6220
1655	2370	6218
1656	2371	6216
1657	2373	6214
1658	2374	6212
1659	2375	6210
1660	2376	6208
1661	2377	6206
1662	2379	6204
1663	2380	6203
1664	2381	6201
1665	2383	6199
1666	2384	6197
1667	2385	6195
1668	2386	6193
1669	2388	6191
1670	2389	6189
1671	2390	6187
1672	2391	6185
1673	2393	6184
1674	2394	6182
1675	2395	6180
1676	2396	6178
1677	2398	6177
1678	2399	6175
1679	2401	6174
1680	2402	6172
1681	2403	6171
1682	2405	6169
1683	2406	6168
1684	2408	6166
1685	2409	6166
1686	2411	6165
1687	2412	6163
1688	2413	6161
1689	2415	6159
1690	2416	6157
1691	2417	6155
1692	2419	6154
1693	2420	6152
1694	2422	6151
1695	2423	6150
1696	2424	6148
1697	2426	6147
1698	2427	6146
1699	2429	6144
1700	2430	6143
1701	2432	6141
1702	2433	6140
1703	2435	6139
1704	2436	6137
1705	2437	6135
1706	2438	6133
1707	2440	6131
1708	2441	6129
1709	2442	6127
1710	2443	6125
1711	2445	6124
1712	2446	6122
1713	2447	6120
1714	2448	6118
1715	2450	6116
1716	2451	6115
1717	2452	6113
1718	2453	6111
1719	2455	6109
1720	2456	6107
1721	2457	6105
1722	2458	6103
1723	2460	6101
1724	2461	6099
1725	2462	6097
1726	2463	6095
1727	2464	6093
1728	2466	6092
1729	2467	6090
1730	2468	6088
