iter	RMSE
404	2.056232014
405	2.053775832
406	2.053413628
407	2.05140412
408	2.048643198
409	2.047333671
410	2.045904462
411	2.04472626
412	2.043289342
413	2.04267144
414	2.041128032
415	2.038322179
416	2.03592539
417	2.033966825
418	2.031618622
419	2.027855221
420	2.026963979
421	2.025057513
422	2.022313006
423	2.020242662
424	2.01811698
425	2.01801913
426	2.016870884
427	2.015305333
428	2.014604692
429	2.012405616
430	2.010275527
431	2.006088111
432	2.003497827
433	2.000947852
434	1.999380081
435	1.997521981
436	1.996519707
437	1.994642138
438	1.99311182
439	1.990144397
440	1.989377233
441	1.987242153
442	1.985893514
443	1.981768991
444	1.978997365
445	1.977944694
446	1.974680353
447	1.973752247
448	1.972703846
449	1.971860633
450	1.970132622
451	1.968594247
452	1.967172373
453	1.965823445
454	1.964493245
455	1.961053411
456	1.960099266
457	1.959356615
458	1.958708013
459	1.958664366
460	1.956558114
461	1.955720759
462	1.952746519
463	1.952164079
464	1.9501215
465	1.949525811
466	1.948982513
467	1.94600873
468	1.944859632
469	1.94417949
470	1.942557877
471	1.940629294
472	1.938895032
473	1.937472673
474	1.936238592
475	1.934557257
476	1.934222341
477	1.933726051
478	1.933429388
479	1.932060694
480	1.931089484
481	1.927989003
482	1.927360431
483	1.925664494
484	1.924122084
485	1.922344517
486	1.919481513
487	1.91768928
488	1.916742052
489	1.916698675
490	1.916658342
491	1.914859498
492	1.912695404
493	1.910614416
494	1.908890067
495	1.905894628
496	1.904664748
497	1.902611896
498	1.901708269
499	1.901200838
500	1.899811403
501	1.898016173
502	1.896213668
503	1.894147224
504	1.893005864
505	1.892179372
506	1.890459842
507	1.888017131
508	1.885997549
509	1.883562002
510	1.882016036
511	1.879534671
512	1.877918089
513	1.877879688
514	1.876462085
515	1.874128974
516	1.872738635
517	1.869579206
518	1.868730835
519	1.867275651
520	1.867007096
521	1.866396272
522	1.865113524
523	1.865060373
524	1.862262611
525	1.861801842
526	1.860310622
527	1.859710365
528	1.857742743
529	1.857309309
530	1.855917014
531	1.854901297
532	1.854869497
533	1.854119931
534	1.852876047
535	1.851311276
536	1.850946997
537	1.850177085
538	1.847509237
539	1.847167398
540	1.845982523
541	1.845952447
542	1.844553688
543	1.843110282
544	1.841554639
545	1.839823169
546	1.838989046
547	1.838350086
548	1.835534508
549	1.833469756
550	1.832456756
551	1.830590522
552	1.828909438
553	1.828880247
554	1.826310368
555	1.825319603
556	1.823894114
557	1.822637409
558	1.821701465
559	1.821093807
560	1.820388585
561	1.819699627
562	1.816882338
563	1.816855644
564	1.814447631
565	1.812708898
566	1.812684209
567	1.811600267
568	1.810971888
569	1.809639667
570	1.808706122
571	1.806109815
572	1.804285574
573	1.802248974
574	1.80172526
575	1.80034104
576	1.799682553
577	1.798975417
578	1.798952358
579	1.797791357
580	1.796354034
581	1.795839899
582	1.794828824
583	1.793967968
584	1.793108618
585	1.793092833
586	1.79192876
587	1.789791116
588	1.787619811
589	1.786562035
590	1.784833313
591	1.783535439
592	1.781824001
593	1.780416818
594	1.779668299
595	1.778324454
596	1.777070678
597	1.77641372
598	1.775859555
599	1.774300873
600	1.772324847
601	1.771298678
602	1.768598882
603	1.766663368
604	1.765902872
605	1.765169062
606	1.764068622
607	1.764044486
608	1.763432483
609	1.762129864
610	1.759371766
611	1.758101724
612	1.756708288
613	1.756237552
614	1.755644753
615	1.754920804
616	1.75321398
617	1.752874545
618	1.751309812
619	1.750944705
620	1.74920797
621	1.748610075
622	1.747273305
623	1.746751335
624	1.746271983
625	1.744588695
626	1.744341109
627	1.742640767
628	1.741495582
629	1.740352282
630	1.73910118
631	1.738160116
632	1.736652254
633	1.735625106
634	1.73450215
635	1.732455713
636	1.731690238
637	1.731129318
638	1.728024474
639	1.72714397
640	1.72643974
641	1.724804569
642	1.724126551
643	1.723322492
644	1.722532307
645	1.721363337
646	1.72077352
647	1.718106295
648	1.717749608
649	1.71725213
650	1.716500518
651	1.715561432
652	1.715471
653	1.715175724
654	1.714217136
655	1.712167768
656	1.711565153
657	1.709970112
658	1.709031192
659	1.708303838
660	1.707582903
661	1.706597656
662	1.705469371
663	1.704684668
664	1.702956187
665	1.700829057
666	1.699406343
667	1.69758153
668	1.696331556
669	1.694877526
670	1.693890906
671	1.691982961
672	1.690607239
673	1.689091592
674	1.687205485
675	1.686297967
676	1.685902176
677	1.684246183
678	1.682397245
679	1.681533405
680	1.680242749
681	1.678705592
682	1.677045267
683	1.676527349
684	1.675810535
685	1.673746623
686	1.673328634
687	1.672534711
688	1.671424479
689	1.668863679
690	1.668329144
691	1.666873359
692	1.666413993
693	1.664946822
694	1.663918826
695	1.663399584
696	1.662912424
697	1.660839002
698	1.659878102
699	1.659281858
700	1.658437176
701	1.656970576
702	1.656410343
703	1.655477492
704	1.654498618
705	1.654110328
706	1.653569521
707	1.652318728
708	1.651965962
709	1.651639796
710	1.65070144
711	1.649893641
712	1.648914282
713	1.647745025
714	1.646049542
715	1.645499203
716	1.643974517
717	1.642822553
718	1.641513574
719	1.640169368
720	1.639646127
721	1.639259264
722	1.638187907
723	1.636648788
724	1.636292442
725	1.634506291
726	1.633989209
727	1.632693997
728	1.632075566
729	1.631027355
730	1.630613802
731	1.630263944
732	1.628952986
733	1.62798026
734	1.627313828
735	1.62609532
736	1.625312053
737	1.62396512
738	1.623296654
739	1.622486938
740	1.62205261
741	1.621292099
742	1.620237932
743	1.619887609
744	1.618869543
745	1.617845046
746	1.617435298
747	1.616791438
748	1.616413034
749	1.615381751
750	1.614925916
751	1.613472011
752	1.612736891
753	1.61116571
754	1.610755001
755	1.609526062
756	1.608544254
757	1.607912418
758	1.606629764
759	1.605876537
760	1.605379085
761	1.603693925
762	1.602350967
763	1.601354381
764	1.600926504
765	1.600224763
766	1.599364296
767	1.598914116
768	1.597745065
769	1.596945269
770	1.595960562
771	1.594604899
772	1.593491104
773	1.592518995
774	1.592132308
775	1.591717922
776	1.590729912
777	1.589143643
778	1.588851628
779	1.588803161
780	1.588693946
781	1.587222938
782	1.586770351
783	1.586731715
784	1.586159183
785	1.585885449
786	1.58529478
787	1.584481892
788	1.58305213
789	1.582271799
790	1.581238399
791	1.580048881
792	1.579513091
793	1.578845434
794	1.578565136
795	1.578116037
796	1.577492051
797	1.577127867
798	1.575842005
799	1.575451511
800	1.573523052
801	1.572376088
802	1.571556408
803	1.570900722
804	1.570376146
805	1.569107209
806	1.568851709
807	1.568235709
808	1.567232465
809	1.565499054
810	1.56448826
811	1.564051554
812	1.563239424
813	1.561635607
814	1.561246824
815	1.561031969
816	1.560842159
817	1.560085244
818	1.559036247
819	1.558437827
820	1.557342172
821	1.556581309
822	1.555958823
823	1.5550448
824	1.554388925
825	1.553006161
826	1.552352491
827	1.551286402
828	1.549956204
829	1.549353396
830	1.547773966
831	1.546875123
832	1.545471892
833	1.544509141
834	1.54392071
835	1.543605242
836	1.54299067
837	1.542833948
838	1.541824268
839	1.540243063
840	1.539786127
841	1.538830276
842	1.53828862
843	1.536919686
844	1.536166908
845	1.535457996
846	1.534272584
847	1.533934531
848	1.532568206
849	1.531873367
850	1.531279961
851	1.530248066
852	1.52968063
853	1.528696098
854	1.5279692
855	1.527093923
856	1.526974099
857	1.525836114
858	1.524666146
859	1.524429057
860	1.523933869
861	1.523453495
862	1.52293082
863	1.522151064
864	1.522074452
865	1.522001981
866	1.52137669
867	1.520744411
868	1.520676371
869	1.519789993
870	1.518879254
871	1.517662473
872	1.516805714
873	1.516103311
874	1.516038827
875	1.515549692
876	1.514087464
877	1.512371862
878	1.511230648
879	1.51004666
880	1.509160363
881	1.50909929
882	1.507804018
883	1.507149253
884	1.506661506
885	1.505868249
886	1.505790639
887	1.505495381
888	1.50511859
889	1.503982105
890	1.503068667
891	1.50277997
892	1.502428971
893	1.500880617
894	1.50044544
895	1.499195106
896	1.49820348
897	1.49782424
898	1.497438416
899	1.496238481
900	1.495921271
901	1.495574253
902	1.495081341
903	1.493841366
904	1.493275637
905	1.492421102
906	1.492184446
907	1.490859862
908	1.490110215
909	1.48936558
910	1.488334181
911	1.487496602
912	1.486483228
913	1.486108841
914	1.484706593
915	1.484103639
916	1.483531936
917	1.482669552
918	1.482225886
919	1.481518834
920	1.480368264
921	1.479695163
922	1.478719446
923	1.477842244
924	1.477113277
925	1.47572873
926	1.474734145
927	1.473831641
928	1.473049749
929	1.47235682
930	1.471951574
931	1.471639441
932	1.471374183
933	1.470714487
934	1.470134415
935	1.469550641
936	1.469117325
937	1.468880342
938	1.468300872
939	1.467507431
940	1.46672274
941	1.466299928
942	1.465811235
943	1.46525523
944	1.464564227
945	1.46415304
946	1.46378686
947	1.462753554
948	1.462152505
949	1.462088477
950	1.460868838
951	1.460651411
952	1.46040139
953	1.459496086
954	1.459066388
955	1.458094459
956	1.457735195
957	1.456970042
958	1.456756334
959	1.456342452
960	1.455564949
961	1.455213803
962	1.454610196
963	1.453959751
964	1.453621687
965	1.453280466
966	1.452714406
967	1.451217135
968	1.450544643
969	1.44994499
970	1.449324965
971	1.448853242
972	1.447766154
973	1.447577004
974	1.446790143
975	1.446348105
976	1.445835721
977	1.445245823
978	1.444725284
979	1.443788458
980	1.443033422
981	1.442315686
982	1.441913214
983	1.441617809
984	1.440893249
985	1.440305674
986	1.439143372
987	1.438295758
988	1.437782481
989	1.436775693
990	1.436623347
991	1.436395734
992	1.435903265
993	1.435377273
994	1.434897988
995	1.434686342
996	1.433935026
997	1.433637934
998	1.433096101
999	1.432588536
1000	1.431928277
1001	1.431252331
1002	1.430166922
1003	1.429840004
1004	1.42974627
1005	1.429157508
1006	1.428401412
1007	1.427220329
1008	1.426539264
1009	1.42644847
1010	1.426093784
1011	1.425683238
1012	1.425631506
1013	1.424953969
1014	1.424539268
1015	1.423933087
1016	1.423347615
1017	1.423037931
1018	1.422744926
1019	1.421894657
1020	1.421535172
1021	1.421295797
1022	1.421096455
1023	1.420807634
1024	1.420203476
1025	1.419829259
1026	1.419415805
1027	1.418652543
1028	1.417320455
1029	1.416768596
1030	1.415988928
1031	1.414969702
1032	1.414555331
1033	1.413864669
1034	1.41323304
1035	1.412699439
1036	1.411769579
1037	1.411131135
1038	1.410142205
1039	1.409272543
1040	1.409014863
1041	1.40796869
1042	1.40773756
1043	1.407220958
1044	1.407036491
1045	1.406542086
1046	1.405958734
1047	1.405454888
1048	1.404678431
1049	1.404176547
1050	1.40349161
1051	1.402447946
1052	1.402400859
1053	1.40175386
1054	1.401706384
1055	1.40137361
1056	1.400247181
1057	1.399697314
1058	1.399410648
1059	1.39922681
1060	1.398510977
1061	1.397971778
1062	1.397587773
1063	1.397569541
1064	1.397178148
1065	1.39686325
1066	1.396020191
1067	1.395446975
1068	1.394901039
1069	1.39407921
1070	1.393887814
1071	1.393571053
1072	1.392959018
1073	1.392347501
1074	1.391474163
1075	1.391064722
1076	1.389858233
1077	1.389738451
1078	1.389292424
1079	1.388485636
1080	1.387879068
1081	1.387334666
1082	1.386773969
1083	1.386555346
1084	1.386257256
1085	1.386111134
1086	1.385690162
1087	1.38554332
1088	1.385380347
1089	1.384850972
1090	1.384383599
1091	1.383333719
1092	1.382742961
1093	1.382092337
1094	1.381587422
1095	1.380969644
1096	1.380632937
1097	1.379738673
1098	1.378752036
1099	1.377881798
1100	1.377486188
1101	1.376920408
1102	1.376593356
1103	1.375764076
1104	1.374894487
1105	1.374556184
1106	1.374190333
1107	1.373799456
1108	1.373347241
1109	1.373304226
1110	1.373162951
1111	1.372720605
1112	1.372594004
1113	1.372407491
1114	1.371999207
1115	1.37171269
1116	1.371429839
1117	1.370839494
1118	1.370544156
1119	1.369676051
1120	1.368924747
1121	1.368385946
1122	1.368188091
1123	1.368148248
1124	1.368084099
1125	1.367954884
1126	1.367412292
1127	1.36737866
1128	1.366802367
1129	1.36663179
1130	1.366010953
1131	1.365679928
1132	1.364954956
1133	1.36478249
1134	1.364188962
1135	1.363538421
1136	1.3616105
1137	1.361383828
1138	1.36050404
1139	1.36023317
1140	1.359717987
1141	1.358981316
1142	1.358710124
1143	1.358322788
1144	1.357995662
1145	1.356846339
1146	1.356404907
1147	1.35610689
1148	1.35581126
1149	1.35543483
1150	1.354908135
1151	1.354530493
1152	1.353915904
1153	1.353569782
1154	1.35262761
1155	1.352113169
1156	1.351956509
1157	1.351614233
1158	1.351501734
1159	1.351087305
1160	1.350756604
1161	1.350502219
1162	1.35023519
1163	1.349970256
1164	1.349586716
1165	1.348773586
1166	1.34864368
1167	1.347998002
1168	1.347878235
1169	1.34767102
1170	1.346938097
1171	1.346478636
1172	1.346272059
1173	1.345498754
1174	1.344934968
1175	1.344498185
1176	1.34434077
1177	1.343994648
1178	1.343386164
1179	1.342597694
1180	1.342438608
1181	1.341993363
1182	1.341543625
1183	1.340859258
1184	1.340249322
1185	1.339667379
1186	1.339132713
1187	1.338644105
1188	1.338313899
1189	1.337929017
1190	1.337111974
1191	1.336592613
1192	1.335700264
1193	1.335095714
1194	1.334857235
1195	1.334482449
1196	1.334253325
1197	1.334069144
1198	1.333562416
1199	1.333170479
1200	1.332762116
1201	1.332234852
1202	1.331998086
1203	1.33157481
1204	1.330410022
1205	1.329680103
1206	1.328745378
1207	1.328304395
1208	1.328157352
1209	1.327938615
1210	1.327412413
1211	1.327042544
1212	1.326633651
1213	1.325804751
1214	1.324581368
1215	1.323770452
1216	1.323107116
1217	1.322431307
1218	1.322292316
1219	1.321419398
1220	1.32090176
1221	1.320728371
1222	1.319873491
1223	1.319516841
1224	1.319066499
1225	1.318911154
1226	1.318250749
1227	1.317883758
1228	1.3169662
1229	1.316277604
1230	1.316078348
1231	1.315587992
1232	1.315134694
1233	1.314325913
1234	1.313669785
1235	1.312961274
1236	1.312062171
1237	1.311748383
1238	1.310613251
1239	1.310260655
1240	1.309837986
1241	1.309709916
1242	1.309042149
1243	1.308862916
1244	1.308791415
1245	1.308366027
1246	1.307669941
1247	1.307378175
1248	1.306867521
1249	1.306605473
1250	1.305899264
1251	1.304924442
1252	1.304641807
1253	1.303508881
1254	1.303307701
1255	1.302715464
1256	1.302036767
1257	1.301755517
1258	1.30112839
1259	1.300913874
1260	1.300725012
1261	1.300204735
1262	1.299596885
1263	1.299228969
1264	1.298677019
1265	1.298481042
1266	1.297909995
1267	1.297520072
1268	1.296936517
1269	1.296680897
1270	1.296294286
1271	1.296074635
1272	1.29587862
1273	1.29552046
1274	1.295350382
1275	1.294546737
1276	1.29403702
1277	1.293895087
1278	1.293365573
1279	1.293185057
1280	1.292715399
1281	1.292287821
1282	1.292077308
1283	1.291627976
1284	1.290995575
1285	1.29007925
1286	1.289840442
1287	1.289375101
1288	1.288845302
1289	1.288524881
1290	1.288005824
1291	1.287741867
1292	1.287730623
1293	1.287544516
1294	1.286876696
1295	1.286575518
1296	1.286472263
1297	1.286336639
1298	1.286061356
1299	1.28544816
1300	1.284967039
1301	1.284506761
1302	1.283116519
1303	1.282114633
1304	1.281823823
1305	1.281323822
1306	1.281228143
1307	1.281064746
1308	1.280569336
1309	1.28027598
1310	1.279412194
1311	1.279255854
1312	1.278249323
1313	1.278116611
1314	1.278065472
1315	1.277718257
1316	1.277276274
1317	1.276896462
1318	1.276518798
1319	1.276216511
1320	1.27611676
1321	1.27553932
1322	1.275105427
1323	1.274654648
1324	1.274426002
1325	1.273881902
1326	1.273019192
1327	1.272904243
1328	1.272355351
1329	1.271738571
1330	1.271515072
1331	1.271308564
1332	1.270881215
1333	1.269932515
1334	1.269734459
1335	1.26945645
1336	1.26874882
1337	1.268489558
1338	1.26774412
1339	1.267541927
1340	1.267428932
1341	1.267389542
1342	1.267270312
1343	1.266616322
1344	1.266009588
1345	1.265910908
1346	1.265858547
1347	1.265269555
1348	1.264534002
1349	1.264216477
1350	1.263856278
1351	1.263423366
1352	1.262876668
1353	1.2622641
1354	1.261666852
1355	1.261391362
1356	1.261034669
1357	1.260417958
1358	1.260052406
1359	1.259527761
1360	1.25911566
1361	1.259065837
1362	1.258455124
1363	1.257813813
1364	1.257565535
1365	1.257439216
1366	1.257426254
1367	1.257110877
1368	1.256420326
1369	1.256040864
1370	1.255492394
1371	1.255117755
1372	1.254907883
1373	1.254319944
1374	1.254213609
1375	1.254206232
1376	1.253652761
1377	1.253236422
1378	1.253229385
1379	1.252945467
1380	1.25264373
1381	1.252157705
1382	1.251790926
1383	1.251582908
1384	1.251576222
1385	1.251453584
1386	1.250622007
1387	1.250614037
1388	1.25041232
1389	1.249840492
1390	1.249637229
1391	1.249630778
1392	1.249221183
1393	1.249213911
1394	1.2486954
1395	1.248411174
1396	1.248073588
1397	1.247332262
1398	1.246794206
1399	1.246427049
1400	1.246138654
1401	1.245930733
1402	1.245032966
1403	1.2444977
1404	1.244491085
1405	1.244248393
1406	1.244243807
1407	1.243733854
1408	1.243574836
1409	1.243263713
1410	1.242976396
1411	1.242613516
1412	1.242466728
1413	1.242044412
1414	1.241964641
1415	1.241667013
1416	1.24166297
1417	1.241478438
1418	1.240966746
1419	1.2403301
1420	1.239731949
1421	1.239425892
1422	1.238618644
1423	1.238326678
1424	1.238241961
1425	1.237867712
1426	1.237672376
1427	1.237667927
1428	1.237492411
1429	1.237364156
1430	1.237036703
1431	1.236607513
1432	1.236129698
1433	1.235861113
1434	1.23523091
1435	1.23522667
1436	1.234858061
1437	1.234609465
1438	1.23430918
1439	1.234064561
1440	1.23398922
1441	1.23320647
1442	1.232767333
1443	1.232232338
1444	1.23187513
1445	1.23139489
1446	1.230914259
1447	1.230820301
1448	1.230424242
1449	1.230420114
1450	1.229994034
1451	1.229541386
1452	1.229241957
1453	1.229016274
1454	1.229012538
1455	1.228555549
1456	1.228384491
1457	1.227717911
1458	1.226924625
1459	1.226919893
1460	1.226619854
1461	1.226375471
1462	1.225839991
1463	1.225836505
1464	1.225716214
1465	1.225363293
1466	1.224573332
1467	1.224466866
1468	1.224463053
1469	1.223976945
1470	1.223414842
1471	1.222768493
1472	1.222343567
1473	1.222194255
1474	1.222189617
1475	1.222030712
1476	1.221807579
1477	1.22159542
1478	1.221404533
1479	1.221397298
1480	1.220572095
1481	1.220440993
1482	1.220323082
1483	1.220129981
1484	1.219781572
1485	1.219444954
1486	1.219441108
1487	1.21920287
1488	1.21900084
1489	1.21863085
1490	1.218174418
1491	1.218109699
1492	1.217570951
1493	1.216827225
1494	1.216558581
1495	1.216288823
1496	1.216190633
1497	1.215868094
1498	1.215384529
1499	1.215001019
1500	1.21499428
1501	1.214542913
1502	1.213953651
1503	1.213428813
1504	1.212850864
1505	1.212529138
1506	1.21216969
1507	1.212162208
1508	1.211629092
1509	1.211206061
1510	1.211201559
1511	1.210727691
1512	1.210490884
1513	1.210139512
1514	1.210024103
1515	1.209836057
1516	1.20944315
1517	1.209319765
1518	1.209252324
1519	1.209007257
1520	1.208798399
1521	1.208644857
1522	1.207786398
1523	1.207551571
1524	1.20684834
1525	1.20641063
1526	1.205937157
1527	1.205640078
1528	1.205467065
1529	1.205098189
1530	1.205094446
1531	1.20490883
1532	1.204664427
1533	1.204152714
1534	1.203650556
1535	1.203299392
1536	1.20295619
1537	1.202872988
1538	1.202817088
1539	1.202396843
1540	1.201999956
1541	1.201788106
1542	1.201734177
1543	1.201730428
1544	1.201724261
1545	1.201450966
1546	1.201098719
1547	1.200858916
1548	1.200721419
1549	1.200447581
1550	1.200395356
1551	1.200110198
1552	1.200106284
1553	1.199985971
1554	1.199654162
1555	1.199286504
1556	1.198553707
1557	1.198236746
1558	1.198112043
1559	1.197873865
1560	1.197820898
1561	1.197749141
1562	1.197095157
1563	1.196624209
1564	1.196618429
1565	1.196612023
1566	1.195809795
1567	1.195626439
1568	1.194929203
1569	1.194081988
1570	1.193818493
1571	1.193480543
1572	1.193313436
1573	1.193076
1574	1.192109439
1575	1.191749858
1576	1.191484915
1577	1.191202115
1578	1.190569324
1579	1.190294889
1580	1.190075595
1581	1.189835991
1582	1.189830481
1583	1.18937397
1584	1.189263166
1585	1.188762541
1586	1.188569985
1587	1.188382388
1588	1.188165463
1589	1.188071768
1590	1.187610717
1591	1.187078634
1592	1.187075228
1593	1.18663853
1594	1.186260835
1595	1.18597914
1596	1.185799966
1597	1.185179643
1598	1.184790074
1599	1.184355093
1600	1.183942145
1601	1.183675567
1602	1.18349171
1603	1.18296608
1604	1.182735366
1605	1.182714218
1606	1.182419586
1607	1.182059352
1608	1.181302308
1609	1.180940638
1610	1.180513838
1611	1.180501822
1612	1.180157159
1613	1.179853106
1614	1.179443454
1615	1.178913764
1616	1.178470372
1617	1.178045257
1618	1.17720862
1619	1.176578924
1620	1.176270082
1621	1.17591207
1622	1.175478215
1623	1.17506014
1624	1.174752458
1625	1.174572126
1626	1.174275362
1627	1.174072466
1628	1.173581956
1629	1.173230395
1630	1.173113558
1631	1.172874432
1632	1.172790575
1633	1.172493326
1634	1.172349846
1635	1.172125489
1636	1.171648752
1637	1.171062088
1638	1.170791052
1639	1.170315335
1640	1.169908045
1641	1.16957292
1642	1.16934755
1643	1.169063538
1644	1.168676329
1645	1.16855152
1646	1.168096176
1647	1.167658906
1648	1.167421832
1649	1.166967257
1650	1.166806038
1651	1.166201
1652	1.165689697
1653	1.165264257
1654	1.165088243
1655	1.164452397
1656	1.16429774
1657	1.164159818
1658	1.163888874
1659	1.163355023
1660	1.16319114
1661	1.162794958
1662	1.162620156
1663	1.162352153
1664	1.161692072
