iter	RMSE
1665	1.161480214
1666	1.161015865
1667	1.160838448
1668	1.160653262
1669	1.160397308
1670	1.160076073
1671	1.159987698
1672	1.159916645
1673	1.15928197
1674	1.158977944
1675	1.158659509
1676	1.158305429
1677	1.158058963
1678	1.157874621
1679	1.157385351
1680	1.157157382
1681	1.156360442
1682	1.15613052
1683	1.155959613
1684	1.155791673
1685	1.155681324
1686	1.155604804
1687	1.155334025
1688	1.155223857
1689	1.154679794
1690	1.154460918
1691	1.154003188
1692	1.153174087
1693	1.153073877
1694	1.152843633
1695	1.152535239
1696	1.152358706
1697	1.152035393
1698	1.151726604
1699	1.151596242
1700	1.151484243
1701	1.151361419
1702	1.150974992
1703	1.15067607
1704	1.150222433
1705	1.149964121
1706	1.149192092
1707	1.148674098
1708	1.148404656
1709	1.148023905
1710	1.147688538
1711	1.147522134
1712	1.147119032
1713	1.146839013
1714	1.146633334
1715	1.14626733
1716	1.146116134
1717	1.145882347
1718	1.145731927
1719	1.145515232
1720	1.145088327
1721	1.1450296
1722	1.144708474
1723	1.144597705
1724	1.14437569
1725	1.143960455
1726	1.143744087
1727	1.143343656
1728	1.143305253
1729	1.142712762
1730	1.14244148
1731	1.142164331
1732	1.142113848
1733	1.141681267
1734	1.141482475
1735	1.14073144
1736	1.140531106
1737	1.140442514
1738	1.140317186
1739	1.139537347
1740	1.139391372
1741	1.139157624
1742	1.138817837
1743	1.138103374
1744	1.138001533
1745	1.137873057
1746	1.137558307
1747	1.137256816
1748	1.136856628
1749	1.136622652
1750	1.136282259
1751	1.135878517
1752	1.13556761
1753	1.135377553
1754	1.135352396
1755	1.135283433
1756	1.135190877
1757	1.134702065
1758	1.134489583
1759	1.134263603
1760	1.134101574
1761	1.133852193
1762	1.133623128
1763	1.133215229
1764	1.1325406
1765	1.13224195
1766	1.131637343
1767	1.13111714
1768	1.130994106
1769	1.130744834
1770	1.130612645
1771	1.130377112
1772	1.130192754
1773	1.130112195
1774	1.130040074
1775	1.129574706
1776	1.129447522
1777	1.129126011
1778	1.128877207
1779	1.128488701
1780	1.128160792
1781	1.127977736
1782	1.127616536
1783	1.127265543
1784	1.127049603
1785	1.126765816
1786	1.126764104
1787	1.126459515
1788	1.126312682
1789	1.126140266
1790	1.125864138
1791	1.125861061
1792	1.125082356
1793	1.124943931
1794	1.124365652
1795	1.124327809
1796	1.123855386
1797	1.12369219
1798	1.123379835
1799	1.123224829
1800	1.12278851
1801	1.122404225
1802	1.12199356
1803	1.121984162
1804	1.121805901
1805	1.121474393
1806	1.121309615
1807	1.121268142
1808	1.120861138
1809	1.120614659
1810	1.120339263
1811	1.120200358
1812	1.119872046
1813	1.119714165
1814	1.119398976
1815	1.119305418
1816	1.118965442
1817	1.11806484
1818	1.117859901
1819	1.117622156
1820	1.117225412
1821	1.116859794
1822	1.11659206
1823	1.116253762
1824	1.11598315
1825	1.115734575
1826	1.115659326
1827	1.115469357
1828	1.114881926
1829	1.114794509
1830	1.114554213
1831	1.114332312
1832	1.113815777
1833	1.113715612
1834	1.113288553
1835	1.113077261
1836	1.112793873
1837	1.112326994
1838	1.111951895
1839	1.111625547
1840	1.111023062
1841	1.110598027
1842	1.110194318
1843	1.109460833
1844	1.109045346
1845	1.108742042
1846	1.108528471
1847	1.108192482
1848	1.108067049
1849	1.107275924
1850	1.107097829
1851	1.106813173
1852	1.106551324
1853	1.106393895
1854	1.106066406
1855	1.105668707
1856	1.105489117
1857	1.105198844
1858	1.105106558
1859	1.105017535
1860	1.104582758
1861	1.104455685
1862	1.104143821
1863	1.103856957
1864	1.103848336
1865	1.103563184
1866	1.103373148
1867	1.103176433
1868	1.103089524
1869	1.102922659
1870	1.102844301
1871	1.102721062
1872	1.102128368
1873	1.101685087
1874	1.101054751
1875	1.100897288
1876	1.100710844
1877	1.100141224
1878	1.099904018
1879	1.099449474
1880	1.099307575
1881	1.098739264
1882	1.09843021
1883	1.097929688
1884	1.09760188
1885	1.097497539
1886	1.097270659
1887	1.096671244
1888	1.096273139
1889	1.096160123
1890	1.09604314
1891	1.095980783
1892	1.095816686
1893	1.095716399
1894	1.095519533
1895	1.095305301
1896	1.095172771
1897	1.095145989
1898	1.094966869
1899	1.094826
1900	1.094766418
1901	1.09448953
1902	1.094161625
1903	1.093876931
1904	1.093726332
1905	1.093514217
1906	1.093466406
1907	1.093399146
1908	1.09330253
1909	1.093238499
1910	1.092992977
1911	1.092569453
1912	1.092375808
1913	1.092294394
1914	1.091921696
1915	1.091532635
1916	1.090359303
1917	1.089989495
1918	1.088712536
1919	1.088364113
1920	1.088154401
1921	1.087895783
1922	1.087594491
1923	1.087313124
1924	1.086984091
1925	1.086693339
1926	1.086410021
1927	1.086156689
1928	1.086126186
1929	1.085875061
1930	1.085646471
1931	1.085424307
1932	1.085279953
1933	1.08505517
1934	1.084868828
1935	1.084718606
1936	1.08471689
1937	1.084587191
1938	1.084323188
1939	1.084174353
1940	1.08385657
1941	1.083689936
1942	1.083532959
1943	1.083526052
1944	1.083376179
1945	1.083370138
1946	1.083174722
1947	1.083112772
1948	1.082866515
1949	1.082751327
1950	1.082476808
1951	1.082200138
1952	1.08209626
1953	1.081453774
1954	1.081278399
1955	1.081153149
1956	1.080967658
1957	1.080791174
1958	1.080608827
1959	1.079841877
1960	1.079676231
1961	1.079546086
1962	1.079454367
1963	1.078802595
1964	1.078651327
1965	1.078403057
1966	1.078380028
1967	1.078342232
1968	1.078335259
1969	1.07806075
1970	1.077812864
1971	1.077647972
1972	1.077233817
1973	1.076151935
1974	1.075885125
1975	1.075698821
1976	1.075386769
1977	1.075187848
1978	1.074980056
1979	1.074925426
1980	1.074186762
1981	1.073602095
1982	1.073417141
1983	1.073079061
1984	1.073075724
1985	1.072981404
1986	1.072929262
1987	1.072780945
1988	1.072596022
1989	1.072149067
1990	1.071553242
1991	1.07103283
1992	1.070842385
1993	1.07060923
1994	1.070287001
1995	1.069980728
1996	1.06958127
1997	1.069458924
1998	1.069180873
1999	1.068938019
2000	1.068700185
2001	1.068420672
2002	1.068037591
2003	1.067837747
2004	1.067560385
2005	1.067540644
2006	1.067388553
2007	1.067386775
2008	1.067300574
2009	1.067085982
2010	1.066930014
2011	1.066871834
2012	1.066577796
2013	1.066539722
2014	1.066536378
2015	1.066535268
2016	1.066403662
2017	1.065929298
2018	1.06583171
2019	1.065516165
2020	1.06541682
2021	1.065135193
2022	1.065133047
2023	1.065026445
2024	1.064393881
2025	1.064308529
2026	1.064022631
2027	1.064021096
2028	1.06383973
2029	1.063750898
2030	1.063505127
2031	1.063501433
2032	1.063479473
2033	1.063478025
2034	1.063414423
2035	1.063293937
2036	1.063281651
2037	1.063278605
2038	1.063024111
2039	1.062875522
2040	1.062575359
2041	1.062574672
2042	1.062424087
2043	1.062116889
2044	1.061925433
2045	1.061908198
2046	1.061710956
2047	1.06146999
2048	1.061140546
2049	1.061050171
2050	1.060687605
2051	1.060685499
2052	1.060453875
2053	1.060265851
2054	1.059961506
2055	1.059514993
2056	1.059397827
2057	1.059089956
2058	1.05880714
2059	1.058662551
2060	1.058460751
2061	1.058239811
2062	1.058237214
2063	1.058234466
2064	1.058160309
2065	1.058155413
2066	1.05789473
2067	1.057856476
2068	1.057732801
2069	1.057427278
2070	1.057260167
2071	1.057130791
2072	1.056663748
2073	1.056535406
2074	1.05629032
2075	1.056191248
2076	1.055751742
2077	1.055722718
2078	1.055408035
2079	1.055108202
2080	1.054913317
2081	1.054574108
2082	1.05403922
2083	1.053902801
2084	1.053684168
2085	1.053328878
2086	1.053222992
2087	1.053117306
2088	1.052854155
2089	1.052625183
2090	1.052464236
2091	1.051631736
2092	1.051415416
2093	1.051138493
2094	1.050681882
2095	1.050497924
2096	1.050496605
2097	1.050349973
2098	1.050269292
2099	1.050100736
2100	1.050097042
2101	1.050031823
2102	1.049486223
2103	1.049235122
2104	1.048966739
2105	1.048839615
2106	1.048708596
2107	1.048558159
2108	1.048399683
2109	1.048238932
2110	1.04793114
2111	1.047730014
2112	1.04761556
2113	1.047430167
2114	1.047365959
2115	1.047225195
2116	1.046981652
2117	1.046727103
2118	1.046491813
2119	1.046146733
2120	1.04567301
2121	1.045271967
2122	1.04521044
2123	1.044825389
2124	1.044509107
2125	1.044393207
2126	1.044289547
2127	1.044047952
2128	1.043994354
2129	1.043807885
2130	1.043716426
2131	1.04346912
2132	1.042983303
2133	1.042696401
2134	1.042522907
2135	1.042318512
2136	1.042189917
2137	1.042073626
2138	1.042006959
2139	1.041680599
2140	1.041633465
2141	1.041554957
2142	1.041429189
2143	1.04117174
2144	1.040847802
2145	1.040625082
2146	1.0400279
2147	1.039935676
2148	1.039934589
2149	1.039815382
2150	1.039512094
2151	1.0394382
2152	1.039144063
2153	1.039029149
2154	1.038508884
2155	1.038196417
2156	1.037969961
2157	1.037471192
2158	1.037206038
2159	1.036946323
2160	1.036643617
2161	1.03624785
2162	1.036025155
2163	1.035942809
2164	1.03568215
2165	1.035465366
2166	1.035329751
2167	1.035156796
2168	1.034993193
2169	1.034435601
2170	1.034382752
2171	1.034299418
2172	1.034296969
2173	1.034295126
2174	1.034235578
2175	1.034004084
2176	1.033777836
2177	1.033540408
2178	1.0334133
2179	1.033044946
2180	1.032878114
2181	1.032821126
2182	1.032503607
2183	1.03224869
2184	1.031849421
2185	1.031508847
2186	1.031062765
2187	1.030350659
2188	1.03019918
2189	1.029968018
2190	1.029823241
2191	1.02981112
2192	1.029559787
2193	1.029433831
2194	1.029171167
2195	1.029037462
2196	1.02888216
2197	1.028734744
2198	1.028488931
2199	1.028364611
2200	1.027977003
2201	1.02770701
2202	1.0271386
2203	1.026956347
2204	1.02695276
2205	1.026614189
2206	1.026406893
2207	1.026329326
2208	1.026073053
2209	1.025930194
2210	1.025783529
2211	1.025373502
2212	1.025282388
2213	1.025044187
2214	1.024407944
2215	1.024292761
2216	1.024039843
2217	1.023803035
2218	1.02347476
2219	1.023304409
2220	1.022848238
2221	1.022707215
2222	1.022486625
2223	1.022308406
2224	1.021948624
2225	1.021776457
2226	1.021555626
2227	1.021342279
2228	1.021287661
2229	1.021138178
2230	1.020953313
2231	1.020810203
2232	1.020665824
2233	1.020494854
2234	1.020287557
2235	1.020212958
2236	1.020166131
2237	1.019662337
2238	1.019606891
2239	1.019499835
2240	1.018976961
2241	1.018691655
2242	1.018608513
2243	1.018544639
2244	1.018347426
2245	1.018068532
2246	1.017836129
2247	1.017704438
2248	1.017576414
2249	1.017073553
2250	1.016886557
2251	1.016645656
2252	1.016643313
2253	1.016200435
2254	1.016113869
2255	1.016020084
2256	1.015775539
2257	1.01570345
2258	1.015600507
2259	1.015442884
2260	1.015196625
2261	1.014869659
2262	1.014779741
2263	1.014573735
2264	1.014244322
2265	1.014070283
2266	1.013723796
2267	1.01371814
2268	1.013644348
2269	1.01354281
2270	1.013337957
2271	1.013218665
2272	1.012872517
2273	1.012641563
2274	1.012456473
2275	1.012407056
2276	1.012205181
2277	1.011795621
2278	1.011666298
2279	1.01130517
2280	1.011109759
2281	1.010840767
2282	1.010223062
2283	1.009863246
2284	1.009814873
2285	1.009560811
2286	1.009232425
2287	1.009038673
2288	1.008686616
2289	1.008565
2290	1.008343767
2291	1.008081484
2292	1.007914274
2293	1.007896489
2294	1.007512174
2295	1.007220244
2296	1.007130127
2297	1.006383922
2298	1.006168709
2299	1.005945086
2300	1.0057367
2301	1.005650028
2302	1.005384597
2303	1.005278977
2304	1.005036472
2305	1.004907311
2306	1.004515419
2307	1.004387705
2308	1.004216261
2309	1.0039398
2310	1.003776734
2311	1.003655886
2312	1.003412351
2313	1.00338499
2314	1.003170344
2315	1.002955067
2316	1.002544991
2317	1.002398587
2318	1.002257827
2319	1.002198679
2320	1.001970989
2321	1.001654181
2322	1.001376645
2323	1.00134243
2324	1.001182476
2325	1.000807858
2326	1.000596979
2327	1.000463647
2328	1.000159
2329	1.000014489
2330	0.9998626124
2331	0.9996901295
2332	0.9994563232
2333	0.9986754745
2334	0.9984306617
2335	0.9982225885
2336	0.9980815413
2337	0.9979314482
2338	0.9976444572
2339	0.997528298
2340	0.9974093212
2341	0.997406095
2342	0.9972020117
2343	0.9967263433
2344	0.9963491701
2345	0.9961936273
2346	0.996063409
2347	0.9960243474
2348	0.9956931114
2349	0.9950961491
2350	0.9949504054
2351	0.9944228175
2352	0.9941832322
2353	0.9934600029
2354	0.9931922533
2355	0.9931226349
2356	0.9929141175
2357	0.9927036328
2358	0.9923321794
2359	0.9921067907
2360	0.9918242259
2361	0.9915321557
2362	0.9912384625
2363	0.9912191904
2364	0.9910349413
2365	0.990959375
2366	0.9907930039
2367	0.990573746
2368	0.9904671671
2369	0.9900177275
2370	0.9898763722
2371	0.989560296
2372	0.989234124
2373	0.989119473
2374	0.9888603929
2375	0.9887253668
2376	0.988593937
2377	0.9881747374
2378	0.9880362651
2379	0.9878679505
2380	0.9874810833
2381	0.9873626462
2382	0.9869463341
2383	0.9868262498
2384	0.9865340732
2385	0.986385337
2386	0.9863359249
2387	0.986231735
2388	0.9859969735
2389	0.9858032334
2390	0.9855353288
2391	0.9853560367
2392	0.9852039104
2393	0.9850619843
2394	0.9848920764
2395	0.9846978533
2396	0.9845093103
2397	0.9843900959
2398	0.9843731835
2399	0.984290978
2400	0.9839729726
2401	0.9838061367
2402	0.9836362912
2403	0.9834399237
2404	0.9834072651
2405	0.9831386119
2406	0.9828065152
2407	0.982611423
2408	0.9824020619
2409	0.9823016435
2410	0.982267368
2411	0.9819286998
2412	0.9816853899
2413	0.9815156501
2414	0.9814570223
2415	0.9813699122
2416	0.9812747804
2417	0.9811280439
2418	0.9807453178
2419	0.9806149523
2420	0.9805017784
2421	0.9802195909
2422	0.979985837
2423	0.9798721055
2424	0.9797285851
2425	0.9795863926
2426	0.9793652723
2427	0.9791638178
2428	0.9790036314
2429	0.978930138
2430	0.9788234825
2431	0.9786334661
2432	0.9784856758
2433	0.9783413847
2434	0.97800746
2435	0.9776971265
2436	0.9775686555
2437	0.9775319661
2438	0.9774319641
2439	0.9773246702
2440	0.9771018448
2441	0.976850516
2442	0.9766484931
2443	0.9764013165
2444	0.9761409685
2445	0.9760648435
2446	0.9757142616
2447	0.9754958318
2448	0.975392222
2449	0.9752763824
2450	0.9750731031
2451	0.9744134075
2452	0.9741604569
2453	0.9740451057
2454	0.9738457062
2455	0.9734626385
2456	0.973210684
2457	0.9730736063
2458	0.9725418187
2459	0.9724289511
2460	0.9723832796
2461	0.9721876763
2462	0.9721305341
2463	0.9719486704
2464	0.9718196586
2465	0.9714505136
2466	0.9712704981
2467	0.9710638872
2468	0.9707916643
2469	0.9705393481
2470	0.9703219937
2471	0.9702247103
2472	0.9698336347
2473	0.9697501877
2474	0.9695450267
2475	0.9691937287
2476	0.9691109184
2477	0.9690611798
2478	0.9688316377
2479	0.9687355016
2480	0.968503459
2481	0.9682677949
2482	0.9682203664
2483	0.9679703087
2484	0.9679604687
2485	0.9678682822
2486	0.9677691113
2487	0.9674550804
2488	0.9672595653
2489	0.9669151737
2490	0.9666223631
2491	0.9664460698
2492	0.9663504185
2493	0.965908116
2494	0.9658042805
2495	0.9656447073
2496	0.9654897294
2497	0.965368877
2498	0.9651774627
2499	0.9650716336
2500	0.9648675861
2501	0.964799432
2502	0.9646914803
2503	0.9643783697
2504	0.9642469123
2505	0.963730758
2506	0.9635666432
2507	0.9634652813
2508	0.963332983
2509	0.963249975
2510	0.9629698218
2511	0.962631735
2512	0.9625073998
2513	0.9624296554
2514	0.9623961238
2515	0.9623667094
2516	0.9621651308
2517	0.9619618527
2518	0.9619222343
2519	0.9617730121
2520	0.9617014399
2521	0.9614962683
2522	0.9614820038
2523	0.961311851
2524	0.961219669
2525	0.961032367
2526	0.9609179688
2527	0.9607957731
2528	0.960704101
2529	0.9606200337
2530	0.9605862221
2531	0.9603472055
2532	0.9601085231
2533	0.959730831
2534	0.9593744051
2535	0.9591774863
2536	0.9588880569
2537	0.9587322912
2538	0.9586690398
2539	0.9585016944
2540	0.9584131835
2541	0.9580133801
2542	0.9580060186
2543	0.9578479144
2544	0.9577674553
2545	0.9576067559
2546	0.9573868289
2547	0.9571988061
2548	0.9570163031
2549	0.9567554996
2550	0.9564804536
2551	0.9562462539
2552	0.9561858334
2553	0.9559315044
2554	0.9558512211
2555	0.9557108911
2556	0.9556176796
2557	0.9554517842
2558	0.9552995001
2559	0.9549437497
2560	0.9548712843
2561	0.9545718283
2562	0.9543335177
2563	0.9540367679
2564	0.953923667
2565	0.9536983828
2566	0.95350965
2567	0.9533729007
2568	0.9532748287
2569	0.9531103297
2570	0.9529660374
2571	0.952883847
2572	0.9528579537
2573	0.9527306238
2574	0.9524952716
2575	0.9523476939
2576	0.9521385169
2577	0.9520281343
2578	0.9517737286
2579	0.9516147399
2580	0.9515329912
2581	0.9514296791
2582	0.9512838879
2583	0.9511826848
2584	0.9510986813
2585	0.9510210587
2586	0.9508860437
2587	0.950667198
2588	0.9505909107
2589	0.9502906921
2590	0.950216627
2591	0.950120922
2592	0.9496446299
2593	0.9493919767
2594	0.9493269219
2595	0.9493004324
2596	0.9491053972
2597	0.9486843825
2598	0.9485061208
2599	0.9482951591
2600	0.9479992536
2601	0.9478773853
2602	0.9477529354
2603	0.9476659432
2604	0.9475935012
2605	0.9474310628
2606	0.9472214551
2607	0.9471694967
2608	0.9469287465
2609	0.946782943
2610	0.9466319417
2611	0.9465148728
2612	0.9464975717
2613	0.9462636541
2614	0.9461260925
2615	0.9459510344
2616	0.9458210593
2617	0.9457374821
2618	0.9455417934
2619	0.9454256619
2620	0.9451899172
2621	0.9450187439
2622	0.9448983143
2623	0.9446815021
2624	0.9444589824
2625	0.9442578297
2626	0.9440564965
2627	0.9437737949
2628	0.9436758008
2629	0.9434519748
2630	0.9433351677
2631	0.9431841119
2632	0.9427954526
2633	0.9425139559
2634	0.9424664678
2635	0.9422377621
2636	0.9420458588
2637	0.9416768818
2638	0.9414984559
2639	0.9412915467
2640	0.9411436398
2641	0.9409793277
2642	0.9409511418
2643	0.9408346876
2644	0.9407550158
2645	0.9406178488
2646	0.9404470337
2647	0.9401748291
2648	0.9398829144
2649	0.9397544198
2650	0.9396793353
2651	0.9394563159
2652	0.9392480862
2653	0.9391342043
2654	0.9389968033
2655	0.9389363904
2656	0.9387885377
2657	0.9386315984
2658	0.9384007258
2659	0.9379224801
2660	0.9378972411
2661	0.9374497526
2662	0.937379833
2663	0.9372927991
2664	0.9371118615
2665	0.9370165853
2666	0.9369744087
2667	0.9367744162
2668	0.9365165818
2669	0.9363822253
2670	0.9362578641
2671	0.9361236754
2672	0.9360542956
2673	0.9358124834
2674	0.9356189005
2675	0.935280365
2676	0.9349032872
2677	0.9348465027
2678	0.9345194593
2679	0.9344903806
2680	0.934445417
2681	0.9342559602
2682	0.9341984388
2683	0.9341042928
2684	0.9339190441
2685	0.9339162888
2686	0.9337889415
2687	0.9334822218
2688	0.9329109361
2689	0.9327821139
2690	0.9325746198
2691	0.9324728879
2692	0.9322831517
2693	0.9321935423
2694	0.9318860145
2695	0.9317736252
2696	0.9316708093
2697	0.9316097713
2698	0.9314142994
2699	0.9312379383
2700	0.9310561696
2701	0.9309450396
2702	0.9307813884
2703	0.9305565546
2704	0.9304008129
2705	0.9303212905
2706	0.9301706182
2707	0.9300534021
2708	0.9299993664
2709	0.9297469325
2710	0.9296059189
2711	0.9294530662
2712	0.9293721841
2713	0.929211825
2714	0.9291433924
2715	0.9291040704
2716	0.9288167889
2717	0.9287584453
2718	0.9285515621
2719	0.9285474596
2720	0.9284419395
2721	0.9283354334
2722	0.9282164797
2723	0.9281371493
2724	0.9279646178
2725	0.9279607783
2726	0.9274217377
2727	0.9273042268
2728	0.9269879271
2729	0.9266875378
2730	0.926588194
2731	0.9264415164
2732	0.9259121562
2733	0.925565476
2734	0.9255352794
2735	0.9250241264
2736	0.9246548498
2737	0.9244309021
2738	0.9243509072
2739	0.9241859294
2740	0.9237067443
2741	0.9236207421
2742	0.9233569079
2743	0.923287862
2744	0.9231379433
2745	0.9229876414
2746	0.9228967092
2747	0.9227120703
2748	0.9225888408
2749	0.9224099397
2750	0.9223086027
2751	0.9222079574
2752	0.9220779713
2753	0.921950471
2754	0.9217867945
2755	0.9216896765
2756	0.9213568735
2757	0.9211220021
2758	0.9210811006
2759	0.9208653117
2760	0.920717148
2761	0.9206633138
2762	0.9204201281
2763	0.9202769065
2764	0.9199742294
2765	0.9196008304
2766	0.9194906337
2767	0.9193166882
2768	0.9191162585
2769	0.9190695802
2770	0.9189418122
2771	0.9188131488
2772	0.9185872229
2773	0.9185076934
2774	0.9184436308
2775	0.9183914637
2776	0.9182695563
2777	0.9182674743
2778	0.9180874682
2779	0.9178844347
2780	0.917829896
2781	0.9173209593
2782	0.9172228863
2783	0.9170314507
2784	0.9169504967
2785	0.9167747371
2786	0.9167122846
2787	0.9166152169
2788	0.9164347293
2789	0.91637209
2790	0.9161446811
2791	0.9160069118
2792	0.9159426104
2793	0.915732306
2794	0.9156407072
2795	0.9152669379
2796	0.9151062971
2797	0.9146172295
2798	0.9146065842
2799	0.9144140768
2800	0.9140277374
2801	0.913973634
2802	0.9138192089
2803	0.9136190375
2804	0.9133389447
2805	0.9133325075
2806	0.9130715972
2807	0.9129997085
2808	0.9128552106
2809	0.9127957578
2810	0.9127062856
2811	0.9125946202
2812	0.9125192856
2813	0.9123828634
2814	0.9122345284
2815	0.9121371742
2816	0.9120572483
2817	0.9118543748
2818	0.9115263687
2819	0.9111984821
2820	0.9111390997
2821	0.9110449552
2822	0.9109744915
2823	0.9108969399
2824	0.9107047734
2825	0.9105329142
2826	0.9102781873
2827	0.910228178
2828	0.9100811627
2829	0.9098739236
2830	0.9097965484
2831	0.9096936124
2832	0.9096795379
2833	0.9096064901
2834	0.9094382735
2835	0.909088961
2836	0.90890513
2837	0.908741043
2838	0.9087301017
2839	0.9085227694
2840	0.9084757414
2841	0.9083774549
2842	0.9081745776
2843	0.9081008975
2844	0.90809601
2845	0.9079548856
2846	0.9078853603
2847	0.9077455956
2848	0.907424854
2849	0.9073037381
2850	0.9072336083
2851	0.906858394
2852	0.9068109076
2853	0.9067002845
2854	0.9066423112
2855	0.9065592726
2856	0.9065037234
2857	0.906325412
2858	0.9057293383
2859	0.9055507432
2860	0.9053528138
2861	0.9050805597
2862	0.905012275
2863	0.9049394693
2864	0.9048010767
2865	0.9047515842
2866	0.9046516694
2867	0.9045477167
2868	0.9043881051
2869	0.9041297096
2870	0.9040330848
2871	0.9039542821
2872	0.9038414303
2873	0.9036030729
2874	0.9035678491
2875	0.9034259749
2876	0.9031273498
2877	0.9029072872
2878	0.9027166468
2879	0.9025966724
2880	0.9024812037
2881	0.9019880449
2882	0.9019650961
2883	0.9019217852
2884	0.901811647
2885	0.9016026435
2886	0.9015710382
2887	0.9012599091
2888	0.9011549023
2889	0.9009503361
2890	0.9009257411
2891	0.9008848389
2892	0.9008165615
2893	0.9007160428
2894	0.9005419813
2895	0.9002304529
2896	0.9001283328
2897	0.9001038796
2898	0.899820034
2899	0.8996715789
2900	0.8993531327
2901	0.8990144773
2902	0.8988487665
2903	0.8987461164
2904	0.8984436552
2905	0.8983613589
2906	0.8981845574
2907	0.8979543635
2908	0.8979512004
2909	0.8978284764
2910	0.8977371995
2911	0.8975427126
2912	0.8973665255
2913	0.8973530396
2914	0.8970679259
2915	0.8969571855
2916	0.8968028616
2917	0.8967083213
2918	0.8965653544
2919	0.8963521797
2920	0.8962343147
2921	0.8961275795
2922	0.8959741875
2923	0.8959038468
2924	0.8957797892
2925	0.8954083172
2926	0.8953003722
2927	0.8952378791
2928	0.8951532687
2929	0.8950721953
2930	0.8949474932
2931	0.8947272086
2932	0.8946233139
2933	0.8945473483
2934	0.8943795281
2935	0.8941885797
2936	0.8941284504
2937	0.8938927376
2938	0.8937850801
2939	0.8936471255
2940	0.8935396149
2941	0.89336335
2942	0.8932417827
2943	0.8931865094
2944	0.8931357674
2945	0.8928562973
2946	0.8927780277
2947	0.8927210518
2948	0.8926312057
2949	0.8925635284
2950	0.8925495558
2951	0.8924889439
2952	0.8924062405
2953	0.8921964117
2954	0.8920076809
2955	0.891837369
2956	0.8916750446
2957	0.8915997683
2958	0.8915158264
2959	0.8913360267
2960	0.8912903774
2961	0.8911895099
2962	0.8910665764
2963	0.8909870098
2964	0.8908512096
2965	0.8904680642
2966	0.890368758
2967	0.8902122874
2968	0.8899528929
2969	0.8898208225
2970	0.8897155094
2971	0.8896555637
2972	0.8894673409
2973	0.8893905499
2974	0.889315927
2975	0.889098564
2976	0.888978678
2977	0.8888882339
2978	0.8888822547
2979	0.8886615786
2980	0.8885810392
2981	0.8882575828
2982	0.8881760531
2983	0.8881491053
2984	0.8881258692
2985	0.8878354663
2986	0.8878089081
2987	0.8870821443
2988	0.8869620192
2989	0.8868774428
2990	0.8867379514
2991	0.8864749254
2992	0.8862327143
2993	0.8861344068
2994	0.8860232513
2995	0.885964996
2996	0.8859304379
2997	0.8857968626
2998	0.8854908161
2999	0.8854845846
3000	0.8853783586
3001	0.8853023041
3002	0.8851947264
3003	0.8850693273
3004	0.8849429655
3005	0.884805338
3006	0.8847132585
3007	0.8846642151
3008	0.884581133
3009	0.8844883315
3010	0.8843745911
3011	0.8843724013
3012	0.8839699168
3013	0.8839088514
3014	0.8836999936
3015	0.8835259496
3016	0.8833807911
3017	0.8832984877
3018	0.8832214193
3019	0.8831631193
3020	0.8830884056
3021	0.8830816112
3022	0.8827656397
3023	0.8826731723
3024	0.8825837951
3025	0.882391906
3026	0.8818682419
3027	0.8817373872
3028	0.8816348922
3029	0.8814392041
3030	0.8813353384
3031	0.8812670835
3032	0.8811207788
3033	0.8810031419
3034	0.8805923755
3035	0.8804916117
3036	0.8803830131
3037	0.8802479305
3038	0.879895752
3039	0.8797128594
3040	0.8793772953
3041	0.8791945822
3042	0.8790969063
3043	0.8789122167
3044	0.8785612639
3045	0.8784833003
3046	0.8782759088
3047	0.8780614543
3048	0.8778975629
3049	0.8774277286
3050	0.8773737145
3051	0.8770962467
3052	0.8767912088
3053	0.8767730308
3054	0.8765642849
3055	0.876466385
3056	0.876370767
3057	0.876369084
3058	0.8761999567
3059	0.8761371564
3060	0.8760623908
3061	0.8758603985
3062	0.8755675803
3063	0.8755638567
3064	0.8755131207
3065	0.8752331276
3066	0.8752324652
3067	0.8749083484
3068	0.8748267719
3069	0.8748020861
3070	0.8746296976
3071	0.8745521341
3072	0.8744126744
3073	0.874252957
3074	0.8741311215
3075	0.8739643655
3076	0.8738294265
3077	0.8736347551
3078	0.8735552489
3079	0.8735526329
3080	0.8734979708
3081	0.8733529407
3082	0.8733373642
3083	0.8732886346
3084	0.8732869775
3085	0.8730682971
3086	0.8728397264
3087	0.8726015491
3088	0.8724645943
3089	0.8723940938
3090	0.8723526118
3091	0.8721187396
3092	0.8719677366
3093	0.8718201706
3094	0.8716911666
3095	0.8716261654
3096	0.8715828562
3097	0.8715737014
3098	0.871486068
3099	0.871375776
3100	0.87124529
3101	0.8710857564
3102	0.8709164868
3103	0.8707967656
3104	0.8707401
3105	0.8706692287
3106	0.870619331
3107	0.8705174259
3108	0.8703025229
3109	0.8699766358
3110	0.8697485606
3111	0.8695574972
3112	0.869469494
3113	0.8693745555
3114	0.8690843016
3115	0.8689644475
3116	0.8688913312
3117	0.8687366898
3118	0.8685066657
3119	0.8683518351
3120	0.8681138531
3121	0.8679729466
3122	0.867902896
3123	0.8678684562
3124	0.8677915394
3125	0.8677837996
3126	0.8676549238
3127	0.86757848
3128	0.8673482713
3129	0.8673177073
3130	0.8672170942
3131	0.8667871131
3132	0.8665847949
3133	0.866473109
3134	0.8663294769
3135	0.8660977718
3136	0.8660176697
3137	0.8659402688
3138	0.8659400397
